image_name,x_centers,y_centers,widths,heights
513.png,0.834375;0.515625;0.521875;0.0453125;0.0359375;0.903125;0.121875,0.7875;0.8791666666666667;0.7958333333333333;0.3229166666666667;0.7479166666666667;0.9041666666666667;0.20833333333333334,0.05625;0.05625;0.05625;0.053125;0.053125;0.05;0.05,0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667
514.png,0.965625;0.9125;0.253125;0.1203125;0.2828125;0.5546875;0.5;0.928125;0.85625,0.20833333333333334;0.9333333333333333;0.8083333333333333;0.54375;0.64375;0.45208333333333334;0.22916666666666666;0.9125;0.43333333333333335,0.05625;0.05625;0.05625;0.053125;0.053125;0.053125;0.05;0.05;0.05,0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667
515.png,0.81875;0.35625;0.903125;0.6296875;0.6359375;0.1765625;0.29375;0.634375;0.875,0.9416666666666667;0.7;0.75;0.93125;0.5645833333333333;0.23541666666666666;0.10416666666666667;0.175;0.7875,0.05625;0.05625;0.05625;0.053125;0.053125;0.053125;0.05;0.05;0.05,0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667
516.png,0.6984375;0.840625;0.653125;0.396875;0.853125;0.1625;0.2625;0.025;0.2,0.33125;0.5666666666666667;0.5708333333333333;0.32083333333333336;0.8083333333333333;0.7375;0.8333333333333334;0.425;0.34791666666666665,0.059375;0.05625;0.05625;0.05625;0.05;0.05;0.05;0.05;0.05,0.07916666666666666;0.075;0.075;0.075;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.0625
517.png,0.8890625;0.915625;0.4;0.8046875;0.3046875;0.7109375;0.7265625;0.6796875;0.053125;0.709375,0.15208333333333332;0.375;0.35;0.60625;0.052083333333333336;0.3104166666666667;0.78125;0.29791666666666666;0.075;0.5083333333333333,0.059375;0.05625;0.05625;0.053125;0.053125;0.053125;0.053125;0.053125;0.05;0.05,0.07916666666666666;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667
518.png,0.4;0.50625;0.7953125;0.4265625;0.0796875;0.3984375;0.8375;0.559375;0.25625,0.15833333333333333;0.9541666666666667;0.16875;0.71875;0.43333333333333335;0.2833333333333333;0.5791666666666667;0.825;0.5791666666666667,0.05625;0.05625;0.053125;0.053125;0.053125;0.053125;0.05;0.05;0.05,0.075;0.075;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667
519.png,0.546875;0.8640625;0.3875;0.84375;0.8375;0.06875;0.15,0.4125;0.15208333333333332;0.37083333333333335;0.5291666666666667;0.37916666666666665;0.9041666666666667;0.825,0.05625;0.053125;0.05;0.05;0.05;0.05;0.05,0.075;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667
520.png,0.4;0.390625;0.75625;0.778125;0.815625;0.3421875;0.0890625;0.15625,0.43333333333333335;0.7666666666666667;0.3125;0.06666666666666667;0.15833333333333333;0.6229166666666667;0.28125;0.0625,0.05625;0.05625;0.05625;0.05625;0.05625;0.053125;0.053125;0.05,0.075;0.075;0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.06666666666666667
521.png,0.4234375;0.39375;0.484375;0.796875;0.740625;0.796875;0.2359375;0.896875;0.4875;0.059375;0.96875;0.89375,0.8979166666666667;0.3875;0.04583333333333333;0.39166666666666666;0.475;0.3125;0.18125;0.875;0.42083333333333334;0.12916666666666668;0.7625;0.4583333333333333,0.059375;0.05625;0.05625;0.05625;0.05625;0.05625;0.053125;0.05;0.05;0.05;0.05;0.05,0.07916666666666666;0.075;0.075;0.075;0.075;0.075;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667
522.png,0.9171875;0.6109375;0.396875;0.721875;0.446875;0.5609375;0.2546875;0.1625;0.50625;0.765625;0.178125,0.6895833333333333;0.39791666666666664;0.7208333333333333;0.85;0.45;0.60625;0.45208333333333334;0.14583333333333334;0.7291666666666666;0.5875;0.7020833333333333,0.059375;0.059375;0.05625;0.05625;0.05625;0.053125;0.053125;0.05;0.05;0.05;0.05,0.07916666666666666;0.07916666666666666;0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.0625
523.png,0.4625;0.25625;0.69375;0.73125;0.5859375;0.0890625;0.9234375;0.1046875;0.8640625;0.0875;0.39375;0.3375,0.6416666666666667;0.8125;0.45;0.38958333333333334;0.27291666666666664;0.9020833333333333;0.74375;0.9395833333333333;0.06041666666666667;0.7125;0.6083333333333333;0.3,0.05625;0.05625;0.05625;0.05625;0.053125;0.053125;0.053125;0.053125;0.053125;0.05;0.05;0.05,0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667
524.png,0.78125;0.415625;0.29375;0.190625;0.6640625;0.5890625;0.75,0.32916666666666666;0.7375;0.4125;0.91875;0.6520833333333333;0.24791666666666667;0.6083333333333333,0.05625;0.05625;0.05625;0.05625;0.053125;0.053125;0.05,0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667
525.png,0.1265625;0.8875;0.640625;0.140625;0.803125;0.9453125;0.09375,0.13541666666666666;0.8625;0.15416666666666667;0.9208333333333333;0.9395833333333333;0.69375;0.8,0.059375;0.05625;0.05625;0.05625;0.05625;0.053125;0.05,0.07916666666666666;0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.06666666666666667
526.png,0.33125;0.359375;0.728125;0.4265625;0.3640625;0.9453125;0.5875;0.884375;0.103125;0.796875,0.8625;0.75;0.2916666666666667;0.51875;0.61875;0.4395833333333333;0.07083333333333333;0.43333333333333335;0.6625;0.8666666666666667,0.05625;0.05625;0.05625;0.053125;0.053125;0.053125;0.05;0.05;0.05;0.05,0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667
527.png,0.0765625;0.5328125;0.5828125;0.8953125;0.734375;0.04375;0.78125;0.58125;0.66875,0.45625;0.40625;0.08541666666666667;0.33541666666666664;0.07916666666666666;0.10416666666666667;0.5333333333333333;0.9083333333333333;0.35833333333333334,0.059375;0.053125;0.053125;0.053125;0.05;0.05;0.05;0.05;0.05,0.07916666666666666;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667
528.png,0.1;0.284375;0.840625;0.784375;0.321875;0.5328125;0.6859375;0.1359375;0.8734375;0.9;0.65625;0.596875,0.6666666666666666;0.04583333333333333;0.6166666666666667;0.37916666666666665;0.8041666666666667;0.76875;0.28958333333333336;0.17708333333333334;0.7833333333333333;0.6583333333333333;0.8583333333333333;0.4666666666666667,0.05625;0.05625;0.05625;0.05625;0.05625;0.053125;0.053125;0.053125;0.053125;0.05;0.05;0.05,0.075;0.075;0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667
529.png,0.1171875;0.9671875;0.71875;0.215625;0.3625;0.21875;0.91875;0.6015625;0.3171875;0.690625;0.65,0.55625;0.47291666666666665;0.7041666666666667;0.5625;0.3541666666666667;0.5708333333333333;0.7083333333333334;0.6979166666666666;0.6354166666666666;0.9208333333333333;0.23125,0.059375;0.059375;0.05625;0.05625;0.05625;0.05625;0.05625;0.053125;0.053125;0.05;0.05,0.07916666666666666;0.07916666666666666;0.075;0.075;0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.0625
530.png,0.3140625;0.11875;0.259375;0.4640625;0.4109375;0.5171875;0.2765625;0.7359375;0.2890625;0.496875,0.50625;0.39166666666666666;0.7;0.7854166666666667;0.6604166666666667;0.8145833333333333;0.27708333333333335;0.27291666666666664;0.17708333333333334;0.32916666666666666,0.059375;0.05625;0.05625;0.053125;0.053125;0.053125;0.053125;0.053125;0.053125;0.05,0.07916666666666666;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667
531.png,0.6296875;0.0359375;0.4640625;0.3796875;0.8734375;0.8703125;0.8875;0.71875;0.8875;0.63125;0.10625,0.12291666666666666;0.76875;0.70625;0.7604166666666666;0.32708333333333334;0.20208333333333334;0.4166666666666667;0.5041666666666667;0.8666666666666667;0.8333333333333334;0.7770833333333333,0.053125;0.053125;0.053125;0.053125;0.053125;0.053125;0.05;0.05;0.05;0.05;0.05,0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.0625
532.png,0.85625;0.0734375;0.4328125;0.6828125;0.028125;0.484375;0.4125;0.665625;0.11875,0.6;0.6229166666666667;0.7520833333333333;0.7895833333333333;0.4625;0.15416666666666667;0.3375;0.15416666666666667;0.30833333333333335,0.05625;0.053125;0.053125;0.053125;0.05;0.05;0.05;0.05;0.05,0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667
533.png,0.390625;0.25;0.415625;0.240625;0.85625;0.14375;0.8640625;0.8609375;0.1921875;0.6171875;0.765625;0.796875,0.4083333333333333;0.4166666666666667;0.5416666666666666;0.10833333333333334;0.925;0.6895833333333333;0.59375;0.8520833333333333;0.9020833333333333;0.4479166666666667;0.10833333333333334;0.9,0.05625;0.05625;0.05625;0.05625;0.05625;0.05625;0.053125;0.053125;0.053125;0.053125;0.05;0.05,0.075;0.075;0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667
534.png,0.9703125;0.51875;0.29375;0.1421875;0.6328125;0.1453125;0.4171875;0.9703125;0.7828125;0.4109375;0.278125;0.8,0.59375;0.6520833333333333;0.5895833333333333;0.16041666666666668;0.6895833333333333;0.6770833333333334;0.19791666666666666;0.04375;0.7270833333333333;0.31875;0.625;0.9291666666666667,0.059375;0.05625;0.05625;0.053125;0.053125;0.053125;0.053125;0.053125;0.053125;0.053125;0.05;0.05,0.07916666666666666;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667
535.png,0.603125;0.746875;0.55625;0.125;0.2171875;0.9234375;0.084375;0.403125;0.296875;0.0625;0.459375,0.24583333333333332;0.8625;0.55;0.4895833333333333;0.3770833333333333;0.54375;0.9541666666666667;0.3875;0.08333333333333333;0.7125;0.33958333333333335,0.05625;0.05625;0.05625;0.05625;0.053125;0.053125;0.05;0.05;0.05;0.05;0.05,0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.0625
536.png,0.6671875;0.75;0.065625;0.946875;0.83125;0.5109375;0.8546875;0.871875;0.8375,0.5854166666666667;0.45416666666666666;0.3;0.6625;0.6625;0.41041666666666665;0.3229166666666667;0.23333333333333334;0.4125,0.059375;0.05625;0.05625;0.05625;0.05625;0.053125;0.053125;0.05;0.05,0.07916666666666666;0.075;0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667
537.png,0.4984375;0.134375;0.2125;0.2640625;0.1765625;0.1171875;0.8125;0.496875,0.13541666666666666;0.6125;0.1125;0.8270833333333333;0.48125;0.42291666666666666;0.25833333333333336;0.6416666666666667,0.059375;0.05625;0.05625;0.053125;0.053125;0.053125;0.05;0.05,0.07916666666666666;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667
538.png,0.3734375;0.6296875;0.675;0.296875;0.1046875;0.9421875;0.4515625;0.3921875;0.83125;0.184375;0.678125,0.6104166666666667;0.20208333333333334;0.6916666666666667;0.6125;0.07291666666666667;0.4479166666666667;0.18125;0.7333333333333333;0.6291666666666667;0.05;0.6416666666666667,0.059375;0.059375;0.05625;0.05625;0.053125;0.053125;0.053125;0.053125;0.05;0.05;0.05,0.07916666666666666;0.07916666666666666;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667
539.png,0.234375;0.090625;0.1296875;0.6921875;0.509375;0.08125;0.65;0.8375,0.8333333333333334;0.09791666666666667;0.48541666666666666;0.9479166666666666;0.675;0.5083333333333333;0.8541666666666666;0.725,0.05625;0.05625;0.053125;0.053125;0.05;0.05;0.05;0.05,0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667
540.png,0.3125;0.315625;0.4359375;0.3046875;0.9640625;0.928125;0.825;0.6875;0.165625;0.41875;0.565625,0.6041666666666666;0.9;0.36041666666666666;0.47291666666666665;0.35;0.5625;0.7125;0.8708333333333333;0.8083333333333333;0.10833333333333334;0.42291666666666666,0.05625;0.05625;0.053125;0.053125;0.053125;0.05;0.05;0.05;0.05;0.05;0.05,0.075;0.075;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.0625
541.png,0.3453125;0.45625;0.46875;0.9296875;0.0890625;0.3484375;0.7546875;0.915625,0.46875;0.6916666666666667;0.71875;0.22708333333333333;0.2520833333333333;0.8520833333333333;0.03958333333333333;0.6666666666666666,0.059375;0.05625;0.05625;0.053125;0.053125;0.053125;0.053125;0.05,0.07916666666666666;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667
542.png,0.3;0.94375;0.1125;0.8578125;0.7234375;0.6078125;0.090625;0.253125;0.66875;0.925,0.4875;0.48333333333333334;0.3958333333333333;0.2604166666666667;0.28541666666666665;0.88125;0.31666666666666665;0.5958333333333333;0.9166666666666666;0.14791666666666667,0.05625;0.05625;0.05625;0.053125;0.053125;0.053125;0.05;0.05;0.05;0.05,0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.0625
543.png,0.775;0.584375;0.053125;0.6375;0.2984375;0.4328125;0.1140625;0.4109375;0.834375;0.221875,0.8791666666666667;0.8208333333333333;0.6708333333333333;0.60625;0.7729166666666667;0.8979166666666667;0.8770833333333333;0.37083333333333335;0.8;0.25,0.05625;0.05625;0.05625;0.05625;0.053125;0.053125;0.053125;0.053125;0.05;0.05,0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667
544.png,0.190625;0.1203125;0.3171875;0.6109375;0.7203125;0.30625;0.325;0.74375;0.371875,0.48333333333333334;0.3020833333333333;0.5104166666666666;0.3770833333333333;0.3729166666666667;0.5125;0.475;0.5541666666666667;0.85,0.05625;0.053125;0.053125;0.053125;0.053125;0.05;0.05;0.05;0.05,0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667
545.png,0.328125;0.071875;0.81875;0.5984375;0.6265625;0.5640625;0.6296875;0.1921875;0.28125;0.128125;0.3625,0.26666666666666666;0.7208333333333333;0.32083333333333336;0.6770833333333334;0.40208333333333335;0.5895833333333333;0.9395833333333333;0.7083333333333334;0.1375;0.6291666666666667;0.6958333333333333,0.05625;0.05625;0.05625;0.053125;0.053125;0.053125;0.053125;0.053125;0.05;0.05;0.05,0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667
546.png,0.8671875;0.303125;0.409375;0.3484375;0.0734375;0.0640625;0.071875;0.19375;0.128125;0.69375;0.503125,0.90625;0.275;0.6333333333333333;0.052083333333333336;0.8395833333333333;0.28541666666666665;0.16666666666666666;0.9583333333333334;0.3416666666666667;0.7083333333333334;0.49166666666666664,0.059375;0.05625;0.05625;0.053125;0.053125;0.053125;0.05;0.05;0.05;0.05;0.05,0.07916666666666666;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667
547.png,0.7140625;0.3;0.6625;0.925;0.3859375;0.4578125;0.5890625;0.115625;0.5625;0.853125;0.653125,0.23125;0.6125;0.058333333333333334;0.5708333333333333;0.23958333333333334;0.8104166666666667;0.6479166666666667;0.625;0.9625;0.1125;0.2833333333333333,0.059375;0.05625;0.05625;0.05625;0.053125;0.053125;0.053125;0.05;0.05;0.05;0.05,0.07916666666666666;0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667
548.png,0.8140625;0.96875;0.09375;0.7015625;0.7015625;0.6234375;0.909375;0.209375,0.9020833333333333;0.1375;0.5020833333333333;0.13541666666666666;0.68125;0.71875;0.10833333333333334;0.15,0.059375;0.05625;0.05625;0.053125;0.053125;0.053125;0.05;0.05,0.07916666666666666;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667
549.png,0.53125;0.3;0.6125;0.628125;0.8984375;0.9078125;0.6734375;0.81875;0.803125;0.1125,0.1125;0.5625;0.8708333333333333;0.6208333333333333;0.23125;0.6729166666666667;0.3229166666666667;0.8666666666666667;0.4791666666666667;0.42916666666666664,0.05625;0.05625;0.05625;0.05625;0.053125;0.053125;0.053125;0.05;0.05;0.05,0.075;0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667
550.png,0.1265625;0.03125;0.203125;0.3;0.325;0.9109375;0.2484375;0.65;0.8;0.2625;0.953125;0.26875,0.8979166666666667;0.39166666666666666;0.07083333333333333;0.825;0.7854166666666667;0.19375;0.22291666666666668;0.38333333333333336;0.8083333333333333;0.8875;0.6625;0.1625,0.059375;0.05625;0.05625;0.05625;0.05625;0.053125;0.053125;0.05;0.05;0.05;0.05;0.05,0.07916666666666666;0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667
551.png,0.4421875;0.2265625;0.85625;0.50625;0.7640625;0.7890625;0.9546875;0.03125,0.28125;0.6729166666666667;0.19583333333333333;0.6416666666666667;0.78125;0.19375;0.7979166666666667;0.7875,0.059375;0.059375;0.05625;0.05625;0.053125;0.053125;0.053125;0.05,0.07916666666666666;0.07916666666666666;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667
552.png,0.5;0.915625;0.528125;0.4375;0.0859375;0.6359375;0.3546875;0.4765625;0.625;0.334375;0.721875;0.90625,0.8125;0.8041666666666667;0.1625;0.3333333333333333;0.35625;0.7270833333333333;0.34375;0.22708333333333333;0.5916666666666667;0.175;0.8416666666666667;0.8166666666666667,0.05625;0.05625;0.05625;0.05625;0.053125;0.053125;0.053125;0.053125;0.05;0.05;0.05;0.05,0.075;0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667
553.png,0.625;0.4125;0.9671875;0.1484375;0.08125;0.03125;0.740625;0.871875;0.159375;0.5625,0.875;0.5416666666666666;0.9395833333333333;0.24791666666666667;0.12083333333333333;0.29583333333333334;0.42916666666666664;0.8166666666666667;0.5708333333333333;0.5333333333333333,0.05625;0.05625;0.053125;0.053125;0.05;0.05;0.05;0.05;0.05;0.05,0.075;0.075;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667
554.png,0.6734375;0.21875;0.75625;0.453125;0.509375;0.2984375;0.1234375;0.7484375;0.940625;0.0875;0.93125,0.33125;0.275;0.4875;0.16666666666666666;0.8604166666666667;0.45625;0.93125;0.09375;0.10833333333333334;0.9666666666666667;0.6166666666666667,0.059375;0.05625;0.05625;0.05625;0.05625;0.053125;0.053125;0.053125;0.05;0.05;0.05,0.07916666666666666;0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667
555.png,0.6765625;0.334375;0.95;0.5640625;0.8296875;0.234375;0.775,0.9395833333333333;0.6375;0.6916666666666667;0.6979166666666666;0.8770833333333333;0.5291666666666667;0.7833333333333333,0.059375;0.05625;0.05625;0.053125;0.053125;0.05;0.05,0.07916666666666666;0.075;0.075;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667
556.png,0.85625;0.2109375;0.8640625;0.5140625;0.703125;0.853125;0.7,0.375;0.86875;0.45208333333333334;0.50625;0.8666666666666667;0.5541666666666667;0.8416666666666667,0.05625;0.053125;0.053125;0.053125;0.05;0.05;0.05,0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667
557.png,0.21875;0.309375;0.4125;0.60625;0.1109375;0.6234375;0.2921875;0.64375;0.08125;0.334375;0.16875;0.246875,0.7583333333333333;0.2708333333333333;0.625;0.44166666666666665;0.09791666666666667;0.39375;0.33541666666666664;0.8958333333333334;0.15416666666666667;0.9541666666666667;0.7625;0.7041666666666667,0.05625;0.05625;0.05625;0.05625;0.053125;0.053125;0.053125;0.05;0.05;0.05;0.05;0.05,0.075;0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667
558.png,0.815625;0.746875;0.0953125;0.2265625;0.8703125;0.1953125;0.225;0.65625;0.1625,0.11666666666666667;0.85;0.3854166666666667;0.46458333333333335;0.15625;0.34375;0.7125;0.9541666666666667;0.5666666666666667,0.05625;0.05625;0.053125;0.053125;0.053125;0.053125;0.05;0.05;0.05,0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667
559.png,0.9;0.096875;0.259375;0.9265625;0.3359375;0.3265625;0.1234375;0.5296875;0.540625;0.36875,0.3;0.5458333333333333;0.5625;0.93125;0.91875;0.14791666666666667;0.12291666666666666;0.9395833333333333;0.4583333333333333;0.5291666666666667,0.05625;0.05625;0.05625;0.053125;0.053125;0.053125;0.053125;0.053125;0.05;0.05,0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667
560.png,0.525;0.575;0.771875;0.5359375;0.8984375;0.103125;0.884375;0.284375;0.28125,0.3878504672897196;0.4485981308411215;0.5257009345794392;0.530373831775701;0.6144859813084113;0.19158878504672897;0.205607476635514;0.7710280373831776;0.6495327102803738,0.05625;0.05625;0.05625;0.053125;0.053125;0.05;0.05;0.05;0.05,0.08411214953271028;0.08411214953271028;0.0794392523364486;0.0794392523364486;0.0794392523364486;0.07476635514018691;0.07476635514018691;0.07476635514018691;0.07476635514018691
561.png,0.6984375;0.8;0.23125;0.8875;0.68125;0.4859375;0.8640625;0.55625;0.909375;0.4875;0.728125,0.7645833333333333;0.4;0.7333333333333333;0.6625;0.5375;0.42291666666666666;0.5145833333333333;0.07916666666666666;0.6708333333333333;0.225;0.4083333333333333,0.059375;0.05625;0.05625;0.05625;0.05625;0.053125;0.053125;0.05;0.05;0.05;0.05,0.07916666666666666;0.075;0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667
562.png,0.046875;0.384375;0.9515625;0.3703125;0.7546875;0.3671875;0.446875;0.165625;0.5;0.0875;0.384375;0.028125,0.5875;0.12083333333333333;0.23541666666666666;0.9395833333333333;0.21875;0.11041666666666666;0.9041666666666667;0.5708333333333333;0.7333333333333333;0.3458333333333333;0.23333333333333334;0.15,0.05625;0.05625;0.053125;0.053125;0.053125;0.053125;0.05;0.05;0.05;0.05;0.05;0.05,0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667
563.png,0.3578125;0.1;0.759375;0.39375;0.334375;0.6328125;0.7234375;0.3609375;0.4796875;0.221875;0.334375;0.315625,0.83125;0.4166666666666667;0.5458333333333333;0.9625;0.7291666666666666;0.39791666666666664;0.07708333333333334;0.22291666666666668;0.6854166666666667;0.5583333333333333;0.5833333333333334;0.16666666666666666,0.059375;0.05625;0.05625;0.05625;0.05625;0.053125;0.053125;0.053125;0.053125;0.05;0.05;0.05,0.07916666666666666;0.075;0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667
564.png,0.9125;0.4125;0.8125;0.596875;0.559375;0.325;0.05;0.9140625;0.7078125;0.1078125;0.6203125;0.359375,0.5625;0.425;0.7875;0.1875;0.18333333333333332;0.35;0.075;0.8520833333333333;0.6645833333333333;0.8645833333333334;0.29791666666666666;0.5833333333333334,0.05625;0.05625;0.05625;0.05625;0.05625;0.05625;0.05625;0.053125;0.053125;0.053125;0.053125;0.05,0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667
565.png,0.29375;0.23125;0.2515625;0.7109375;0.6765625;0.378125;0.68125;0.740625;0.3375,0.14166666666666666;0.55;0.3104166666666667;0.3770833333333333;0.5145833333333333;0.19583333333333333;0.5375;0.7833333333333333;0.2875,0.05625;0.05625;0.053125;0.053125;0.053125;0.05;0.05;0.05;0.05,0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667
566.png,0.0875;0.634375;0.809375;0.45;0.56875;0.540625;0.3046875;0.7359375;0.3,0.45;0.9583333333333334;0.0625;0.8708333333333333;0.49583333333333335;0.6083333333333333;0.25625;0.76875;0.4083333333333333,0.05625;0.05625;0.05625;0.05625;0.05625;0.05625;0.053125;0.053125;0.05,0.075;0.075;0.075;0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.06666666666666667
567.png,0.25;0.53125;0.4078125;0.1078125;0.796875;0.259375;0.465625,0.4666666666666667;0.26666666666666666;0.73125;0.7958333333333333;0.9125;0.4625;0.03958333333333333,0.05625;0.05625;0.053125;0.053125;0.05;0.05;0.05,0.075;0.075;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.0625
568.png,0.409375;0.53125;0.9546875;0.6859375;0.1953125;0.2671875;0.921875,0.7625;0.3375;0.95625;0.6104166666666667;0.50625;0.5604166666666667;0.1,0.05625;0.05625;0.053125;0.053125;0.053125;0.053125;0.05,0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667
